ffprobe|mp3guessenc|mediainfo|file
LAME3.97|LAME3.97|LAME3.97|good - no shift/MARK KNIGHT and FUNKAGENDA - Man With The Red Face - Original Club Mix.mp3
UNK|UNK|UNK|good - no shift/MARTIN SOLVEIG - Everybody - Extended Mix.mp3
UNK|LAME3.98|LAME3.98_LAME_LAME3.98|good - no shift/MARTIN SOLVEIG and DRAGONETTE - Hello.mp3
UNK|UNK|UNK|good - no shift/MIAMI SOUND MACHINE - Conga - 12inch Version.mp3
UNK|UNK|UNK|good - no shift/MOBY - Raining Again - Steve Angellos Vocal Mix.mp3
UNK|UNK|UNK|good - no shift/MOBY - Slipping Away Axwell Vocal Mix.mp3
UNK|LAME3.99.3|LAME3.99.3|good - no shift/MORAT - Como Te Atreves A Volver.mp3
UNK|UNK|UNK|good - no shift/NEW ORDER - Blue Monday - Safety Remix White Label.mp3
LAME3.97|LAME3.97|LAME3.97|good - no shift/NICKI MINAJ - Starships.mp3
LAME3.97|LAME3.97|LAME3.97|good - no shift/NICKY JAM - Travesuras - Hallux Makenzo Remix.mp3
LAME3.97|LAME3.97|LAME3.97|good - no shift/NICKY JAM Y ENRIQUE IGLESIAS - El Perdon - Hallux Makenzo Remix.mp3
UNK|LAME3.99.5|LAME3.99.5|good - no shift/NINA SIMONE - Sinnerman - Felix Housecat Extended Vocal.mp3
UNK|UNK|UNK|good - no shift/NINA SIMONE - Sinnerman - Felix Housecat Radio Mix.mp3
LAME3.98r|LAME3.98.4|LAME3.98r|good - no shift/OTTO KNOWS - Million Voices.mp3
LAME3.99a|(alpha)|LAME3.99a|good - no shift/PAUL KALKBRENNER - Sky and Sand - Extended.mp3
UNK|LAME3.93|LAME3.93|good - no shift/PAUL VAN DYK ft. SUE MCLAREN - Lights - Original Mix.mp3
UNK|UNK|UNK|good - no shift/PEPSI and SHIRLEY - Heartache.mp3
LAME3.98r|LAME3.98.4|LAME3.98r|good - no shift/PITBULL and CHRIS BROWN - International Love.mp3
UNK|LAME3.99.5|LAMEUUUF|good - no shift/PITBULL ft. CHRISTINA AGUILERA - Feel This Moment.mp3
LAME3.98r|LAME3.98.2|LAME3.98r|good - no shift/PITBULL ft. JOHN RYAN - Fireball - Litos Diaz Bootleg.mp3
LAME3.99r|LAME3.99.5|LAME3.99r|good - no shift/PITBULL ft. KESHA - Timber.mp3
LAME3.98r|LAME3.98.4|LAME3.98r|good - no shift/PITBULL ft. NE-YO - Give Me Everything Tonight.mp3
UNK|LAME3.82|LAME3.82|good - no shift/PUSSY DUB FOUNDATION - Make The World Go Round - Hq.mp3
UNK|UNK|UNK|good - no shift/RENE CARA - What A Feeling - 12'' Mix.mp3
LAME3.97|LAME3.97|LAME3.97|good - no shift/RIHANNA - Only Girl In The World.mp3
UNK|LAME3.99.5|LAME3.99.5|good - no shift/RIHANNA - S&m.mp3
UNK|LAME3.97|LAME3.97|good - no shift/RIHANNA and CHRIS BROWN - Turn Up The Music - Funk3d Radio Edit.mp3
MPE|UNK|UNK|good - no shift/RIHANNA ft. CALVIN HARRIS - We Found Love - Extended Mix.mp3
UNK|UNK|UNK|good - no shift/ROBIN S - Luv 4 Luv - Original.mp3
UNK|UNK|UNK|good - no shift/ROBIN S - Show Me Love - Original.mp3
UNK|UNK|UNK|good - no shift/ROBIN S - Show Me Love - Stonebridge Classic Club Mix.mp3
UNK|UNK|UNK|good - no shift/ROCKWELL - Somebody's Watching Me.mp3
UNK|UNK|UNK|good - no shift/RUDIMENTAL ft. JOHN NEWMAN - Feel The Love - Patrick Hagenaar Full Mix.mp3
UNK|UNK|UNK|good - no shift/SALIF KEITA - Madam - Martin Solvieg Mix.mp3
UNK|UNK|UNK|good - no shift/SALOME DE BAHIA - Outro Lugar - Club Version.mp3
UNK|UNK|UNK|good - no shift/SEAN PAUL - We Be Burnin'.mp3
LAME3.99r|LAME3.99.5|LAME3.99r|good - no shift/SHAKIRA - Dare - La La La.mp3
UNK|LAME3.97|LAME3.97|good - no shift/SPICE CLUB - Yeah 3x - Shane Deether Radio Edit.mp3
UNK|UNK|UNK|good - no shift/SUPAFLY vs FISHBOWL - Let's Get Down - Full Intention Club Mix.mp3
UNK|UNK|UNK|good - no shift/SUPERMODE - Tell Me Why - Extended.mp3
LAME3.98r|LAME3.98.4|LAME3.98r|good - no shift/SWEDISH HOUSE MAFIA - Don't You Worry Child - Radio Edit.mp3
UNK|LAME3.99.5|LAME3.99.5|good - no shift/SWEDISH HOUSE MAFIA ft. JOHN MARTIN - Dont You Worry Child - Extended Mix.mp3
LAME3.98r|LAME3.98.2|LAME3.98r|good - no shift/TAIO CRUZ ft. KYLIE MINOGUE - Higher - Original.mp3
LAME3.98r|LAME3.98.2|LAME3.98r|good - no shift/THE AVENER and PHOEBE KILLDEER - Fade Out Lines - Litos Diaz Edit.mp3
LAME3.98r|LAME3.98.4|LAME3.98r|good - no shift/THE WANTED - Chasing The Sun.mp3
UNK|UNK|UNK|good - no shift/THE WANTED - Glad You Came.mp3
UNK|UNK|UNK|good - no shift/TIME BANDITS - Endless Road.mp3
LAME3.97|LAME3.97|LAME3.97|good - no shift/TIN TIN - Beg Your Pardon.mp3
LAME3.97|LAME3.97|LAME3.97|good - no shift/USHER - More - Redone Jimmy Joker Remix.mp3
UNK|LAME3.92|LAME3.92UUUUUUUU(|good - no shift/UTAH SAINTS - Something Good '08 - Vanshe Tech Mix.mp3
UNK|UNK|UNK|good - no shift/VOICE OF THE BEEHIVE - Don't Call Me Baby.mp3
LAME3.98r|LAME3.98.4|LAME3.98r|good - no shift/WILL.I.AM ft. BRITNEY SPEARS - Scream and Shout - Explicit Edit.mp3
UNK|LAME3.96.1|LAME3.96.1|good - no shift/YAZZ and THE PLASTIC POPULATION - The Only Way Is Up.mp3
LAME3.98r|LAME3.98.2|LAME3.98r|good - no shift/YVES LAROCK - Rise Up - Original Cutedit Mix.mp3
LAME3.99r|LAME3.99.5|LAME3.99r|good - no shift/ZEDD ft. FOXES - Clarity - Extended Mix.mp3
UNK|LAME3.99.5|LAME3.99r|good - no shift/bensound-anewbeginning.mp3
UNK|LAME3.82|LAME3.82|good - no shift/bensound-dance.mp3
UNK|LAME3.82|LAME3.82|good - no shift/bensound-house.mp3
UNK|LAME3.82|LAME3.82|good - no shift/bensound-popdance.mp3
UNK|LAME3.97|LAME3.97|good - no shift/bensound-summer.mp3
UNK|LAME3.99.5|LAME3.99r|good - no shift/bensound-ukulele.mp3
